Timestamp,Building,Building_Type,Energy_kWh,Temperature,Humidity,Occupancy,Holiday,Exam_Day,Weekend,Solar_Output,Equipment_Load,Carbon_Emission,Cost,Year,Month,Day,Hour,DayOfWeek,Lag_1,Lag_24,Lag_168,RollingMean_3,RollingMean_24,RollingStd_24,Hour_Sin,Hour_Cos,Day_Sin,Day_Cos,Anomaly
2025-10-05 08:00:00,AI_Lab,Lab,723.54,28.4,55.64,343,1,1,1,43.17,33,593.3,5788.29,2025,10,5,8,6,615.31,685.26,820.6,704.9533333333333,740.6624999999999,58.97156346770701,0.8660254037844387,-0.4999999999999998,-0.7818314824680299,0.6234898018587334,-1
2025-10-05 12:00:00,AI_Lab,Lab,783.69,29.81,73.44,292,1,0,1,51.96,75,642.63,6269.55,2025,10,5,12,6,594.24,722.35,797.84,673.85,729.8762500000001,68.56426149891126,1.2246467991473532e-16,-1.0,-0.7818314824680299,0.6234898018587334,-1
2025-10-07 20:00:00,AI_Lab,Lab,823.42,26.19,75.46,326,1,0,0,0.0,75,675.21,6587.39,2025,10,7,20,1,690.78,712.48,608.76,749.23,708.0579166666666,61.22551180244175,-0.8660254037844386,0.5000000000000001,0.7818314824680298,0.6234898018587336,-1
2025-10-08 02:00:00,AI_Lab,Lab,708.97,32.01,60.69,55,0,0,0,0.0,99,581.35,5671.75,2025,10,8,2,2,759.12,803.19,793.32,721.6633333333333,697.9945833333333,56.73769247726701,0.4999999999999999,0.8660254037844387,0.9749279121818236,-0.2225209339563143,-1
2025-10-11 04:00:00,AI_Lab,Lab,723.77,35.07,85.61,50,0,1,1,0.0,91,593.49,5790.16,2025,10,11,4,5,746.47,668.34,719.36,734.8433333333332,703.5500000000001,65.4924484860325,0.8660254037844386,0.5000000000000001,-0.9749279121818236,-0.2225209339563146,-1
2025-10-12 21:00:00,AI_Lab,Lab,835.6,27.59,65.19,370,1,0,1,0.0,91,685.19,6684.77,2025,10,12,21,6,668.91,729.59,742.96,711.7366666666667,728.8145833333333,62.128897076904,-0.7071067811865477,0.7071067811865474,-0.7818314824680299,0.6234898018587334,-1
2025-10-13 03:00:00,AI_Lab,Lab,867.04,31.9,79.43,396,1,0,0,0.0,75,710.97,6936.32,2025,10,13,3,0,629.45,767.73,690.73,735.2433333333333,742.2804166666666,68.755080222048,0.7071067811865476,0.7071067811865476,0.0,1.0,-1
2025-10-14 16:00:00,AI_Lab,Lab,717.64,26.52,72.85,176,1,0,0,47.31,98,588.46,5741.1,2025,10,14,16,1,678.52,671.57,637.35,711.3233333333334,716.2637500000001,59.56834509619906,-0.8660254037844385,-0.5000000000000004,0.7818314824680298,0.6234898018587336,-1
2025-10-14 20:00:00,AI_Lab,Lab,816.68,31.2,73.91,330,0,1,0,0.0,78,669.68,6533.43,2025,10,14,20,1,738.66,818.55,823.42,755.5133333333333,715.1325,56.94900039203536,-0.8660254037844386,0.5000000000000001,0.7818314824680298,0.6234898018587336,-1
2025-10-18 07:00:00,AI_Lab,Lab,810.29,27.49,79.11,395,0,0,1,66.42,91,664.44,6482.31,2025,10,18,7,5,690.69,832.77,577.73,772.7333333333332,733.0358333333334,70.00590924850482,0.9659258262890684,-0.2588190451025206,-0.9749279121818236,-0.2225209339563146,-1
2025-10-19 22:00:00,AI_Lab,Lab,801.27,31.85,52.03,215,0,0,1,0.0,99,657.04,6410.14,2025,10,19,22,6,720.65,786.11,813.77,752.6999999999999,730.86625,55.08948450219118,-0.5000000000000004,0.8660254037844384,-0.7818314824680299,0.6234898018587334,-1
2025-10-22 04:00:00,AI_Lab,Lab,836.03,31.83,70.36,350,1,0,0,0.0,64,685.55,6688.25,2025,10,22,4,2,838.77,708.71,784.69,796.34,737.9558333333333,69.6007513650493,0.8660254037844386,0.5000000000000001,0.9749279121818236,-0.2225209339563143,-1
2025-10-25 02:00:00,AI_Lab,Lab,845.09,25.06,69.66,332,0,0,1,0.0,98,692.97,6760.69,2025,10,25,2,5,824.88,789.53,808.42,796.0166666666668,717.7158333333333,62.59182381086929,0.4999999999999999,0.8660254037844387,-0.9749279121818236,-0.2225209339563146,-1
2025-10-25 15:00:00,AI_Lab,Lab,619.69,20.24,55.78,22,0,1,1,47.19,90,508.14,4957.49,2025,10,25,15,5,790.37,797.19,601.07,705.4333333333334,725.4075000000001,75.03091972791754,-0.7071067811865471,-0.7071067811865479,-0.9749279121818236,-0.2225209339563146,-1
2025-10-25 22:00:00,AI_Lab,Lab,699.51,32.57,60.83,31,0,1,1,0.0,88,573.6,5596.11,2025,10,25,22,5,748.79,734.15,786.11,703.6899999999999,718.7524999999999,75.87057293151543,-0.5000000000000004,0.8660254037844384,-0.9749279121818236,-0.2225209339563146,-1
2025-10-26 03:00:00,AI_Lab,Lab,828.29,28.74,59.37,380,0,1,1,0.0,82,679.2,6626.32,2025,10,26,3,6,831.89,760.71,744.13,801.9133333333333,721.4654166666668,75.40980930190133,0.7071067811865476,0.7071067811865476,-0.7818314824680299,0.6234898018587334,-1
2025-10-26 22:00:00,AI_Lab,Lab,785.46,33.67,66.21,227,0,1,1,0.0,76,644.08,6283.7,2025,10,26,22,6,753.81,699.51,801.27,754.0566666666667,746.8116666666666,53.45237536240709,-0.5000000000000004,0.8660254037844384,-0.7818314824680299,0.6234898018587334,-1
2025-10-27 05:00:00,AI_Lab,Lab,852.98,29.98,62.89,387,0,0,0,0.0,76,699.44,6823.81,2025,10,27,5,0,793.0,839.66,842.71,811.8800000000001,741.5520833333334,51.13227092798911,0.9659258262890684,0.2588190451025207,0.0,1.0,-1
2025-10-29 01:00:00,AI_Lab,Lab,909.01,26.7,50.38,382,0,0,0,0.0,99,745.39,7272.05,2025,10,29,1,2,776.8,745.19,786.19,777.2933333333334,724.7879166666667,72.32395351467294,0.2588190451025207,0.9659258262890684,0.9749279121818236,-0.2225209339563143,-1
2025-10-30 00:00:00,AI_Lab,Lab,792.38,32.12,56.59,304,0,0,0,0.0,63,649.75,6339.05,2025,10,30,0,3,823.86,776.8,794.76,809.3299999999999,744.6333333333332,71.00981234502032,0.0,1.0,0.4338837391175582,-0.900968867902419,-1
2025-10-30 01:00:00,AI_Lab,Lab,832.43,24.12,79.68,319,0,0,0,0.0,91,682.59,6659.42,2025,10,30,1,3,792.38,909.01,796.76,816.2233333333334,741.4425,64.74675128663661,0.2588190451025207,0.9659258262890684,0.4338837391175582,-0.900968867902419,-1
2025-10-30 12:00:00,AI_Lab,Lab,706.38,24.87,55.82,259,1,0,0,37.21,60,579.23,5651.03,2025,10,30,12,3,806.72,636.81,709.84,765.1533333333333,741.7062499999998,60.157580953653,1.2246467991473532e-16,-1.0,0.4338837391175582,-0.900968867902419,-1
2025-10-31 16:00:00,AI_Lab,Lab,670.16,29.54,71.82,73,1,0,0,42.56,86,549.53,5361.26,2025,10,31,16,4,659.45,688.77,604.5,672.8533333333334,729.6104166666665,66.88514499915317,-0.8660254037844385,-0.5000000000000004,-0.433883739117558,-0.9009688679024191,-1
2025-11-01 08:00:00,AI_Lab,Lab,864.93,35.61,75.13,346,0,0,1,28.02,85,709.24,6919.43,2025,11,1,8,5,751.14,681.13,592.1,807.8466666666667,727.2375000000001,62.04680366990685,0.8660254037844387,-0.4999999999999998,-0.9749279121818236,-0.2225209339563146,-1
2025-11-01 19:00:00,AI_Lab,Lab,859.17,23.31,82.1,394,0,0,1,0.0,92,704.52,6873.34,2025,11,1,19,5,783.96,665.59,670.54,765.7366666666667,744.03875,64.32286045124282,-0.9659258262890684,0.2588190451025203,-0.9749279121818236,-0.2225209339563146,-1
2025-11-01 22:00:00,AI_Lab,Lab,773.57,31.93,65.14,231,0,1,1,0.0,71,634.32,6188.53,2025,11,1,22,5,766.92,738.84,699.51,768.6333333333332,746.7541666666666,64.22482250159914,-0.5000000000000004,0.8660254037844384,-0.9749279121818236,-0.2225209339563146,-1
2025-11-02 00:00:00,AI_Lab,Lab,787.43,26.06,54.99,306,0,1,1,0.0,59,645.69,6299.43,2025,11,2,0,6,713.43,686.27,779.14,758.1433333333333,747.42125,62.99797514430284,0.0,1.0,-0.7818314824680299,0.6234898018587334,-1
2025-11-02 02:00:00,AI_Lab,Lab,840.04,28.5,73.66,336,0,0,1,0.0,85,688.83,6720.28,2025,11,2,2,6,768.9,759.05,831.89,798.79,751.61875,65.85875170871356,0.4999999999999999,0.8660254037844387,-0.7818314824680299,0.6234898018587334,-1
2025-11-02 06:00:00,AI_Lab,Lab,850.46,28.29,42.9,347,0,0,1,0.0,74,697.38,6803.68,2025,11,2,6,6,663.39,807.47,776.22,776.0966666666667,754.6854166666667,70.2057338163196,1.0,6.123233995736766e-17,-0.7818314824680299,0.6234898018587334,-1
2025-11-02 08:00:00,AI_Lab,Lab,741.54,29.74,64.63,84,0,0,1,27.27,98,608.06,5932.29,2025,11,2,8,6,751.47,864.93,708.37,781.1566666666668,749.5579166666666,66.18457359858945,0.8660254037844387,-0.4999999999999998,-0.7818314824680299,0.6234898018587334,-1
2025-11-02 12:00:00,AI_Lab,Lab,795.71,24.36,51.7,299,0,1,1,15.82,70,652.48,6365.67,2025,11,2,12,6,690.95,578.59,714.91,718.5366666666667,744.2904166666667,65.6460351118437,1.2246467991473532e-16,-1.0,-0.7818314824680299,0.6234898018587334,-1
2025-11-02 22:00:00,AI_Lab,Lab,817.46,28.73,53.28,357,0,0,1,0.0,82,670.31,6539.65,2025,11,2,22,6,776.46,773.57,785.46,750.6166666666667,721.6491666666667,73.62675304868878,-0.5000000000000004,0.8660254037844384,-0.7818314824680299,0.6234898018587334,-1
2025-11-02 23:00:00,AI_Lab,Lab,830.16,30.11,45.73,324,0,0,1,0.0,63,680.73,6641.25,2025,11,2,23,6,817.46,713.43,774.62,808.0266666666666,726.5129166666667,76.84540446100313,-0.2588190451025215,0.965925826289068,-0.7818314824680299,0.6234898018587334,-1
2025-11-03 00:00:00,AI_Lab,Lab,716.34,32.52,86.22,172,0,0,0,0.0,64,587.4,5730.7,2025,11,3,0,0,830.16,787.43,733.51,787.9866666666667,723.5508333333333,75.75762122181659,0.0,1.0,0.0,1.0,-1
2025-11-03 08:00:00,AI_Lab,Lab,756.92,28.73,54.96,370,0,1,0,68.83,40,620.67,6055.35,2025,11,3,8,0,790.7,741.54,811.01,743.9166666666666,702.9670833333333,69.35440160190281,0.8660254037844387,-0.4999999999999998,0.0,1.0,-1
2025-11-03 15:00:00,AI_Lab,Lab,699.5,32.32,96.3,204,1,0,0,55.19,48,573.59,5595.97,2025,11,3,15,0,795.45,626.16,790.98,750.1433333333334,722.0458333333332,73.4336692661064,-0.7071067811865471,-0.7071067811865479,0.0,1.0,-1
2025-11-03 21:00:00,AI_Lab,Lab,784.38,30.48,71.12,261,0,0,0,0.0,81,643.19,6275.05,2025,11,3,21,0,830.42,776.46,663.26,800.16,728.4312500000001,78.76643200890095,-0.7071067811865477,0.7071067811865474,0.0,1.0,-1
2025-11-05 10:00:00,AI_Lab,Lab,752.25,29.25,54.71,375,1,0,0,68.12,23,616.85,6018.01,2025,11,5,10,2,757.65,754.54,755.27,703.7400000000001,706.2216666666667,61.35556497680707,0.4999999999999999,-0.8660254037844387,0.9749279121818236,-0.2225209339563143,-1
2025-11-06 01:00:00,AI_Lab,Lab,849.91,29.37,77.51,323,0,0,0,0.0,94,696.93,6799.3,2025,11,6,1,3,815.49,612.92,832.43,810.6333333333333,723.0754166666666,78.5395930603128,0.2588190451025207,0.9659258262890684,0.4338837391175582,-0.900968867902419,-1
2025-11-06 10:00:00,AI_Lab,Lab,694.93,19.7,64.74,224,1,0,0,12.91,49,569.84,5559.4,2025,11,6,10,3,751.67,752.25,782.36,743.9599999999999,720.6533333333333,77.70399881527274,0.4999999999999999,-0.8660254037844387,0.4338837391175582,-0.900968867902419,-1
2025-11-06 20:00:00,AI_Lab,Lab,825.32,32.78,64.9,350,0,1,0,0.0,91,676.76,6602.58,2025,11,6,20,3,719.32,752.69,808.86,755.7199999999999,721.7108333333334,78.20533790948075,-0.8660254037844386,0.5000000000000001,0.4338837391175582,-0.900968867902419,-1
2025-11-07 02:00:00,AI_Lab,Lab,797.66,24.71,77.52,336,0,1,0,0.0,96,654.08,6381.29,2025,11,7,2,4,715.93,778.33,800.43,746.7233333333334,713.7633333333333,74.48739226068416,0.4999999999999999,0.8660254037844387,-0.433883739117558,-0.9009688679024191,-1
2025-11-08 11:00:00,AI_Lab,Lab,691.53,23.0,49.54,148,1,0,1,20.13,78,567.06,5532.25,2025,11,8,11,5,620.34,654.34,742.56,665.75,720.1979166666666,69.09184221518674,0.258819045102521,-0.9659258262890682,-0.9749279121818236,-0.2225209339563146,-1
2025-11-08 21:00:00,AI_Lab,Lab,667.85,26.85,51.97,28,0,0,1,0.0,98,547.63,5342.76,2025,11,8,21,5,853.91,781.62,766.92,730.5766666666667,710.4908333333333,75.10437027269413,-0.7071067811865477,0.7071067811865474,-0.9749279121818236,-0.2225209339563146,-1
2025-11-09 03:00:00,AI_Lab,Lab,764.24,27.03,50.7,204,0,1,1,0.0,98,626.68,6113.9,2025,11,9,3,6,791.53,729.46,665.01,793.2433333333333,727.8716666666666,72.60729845136478,0.7071067811865476,0.7071067811865476,-0.7818314824680299,0.6234898018587334,-1
2025-11-09 04:00:00,AI_Lab,Lab,801.81,31.34,73.17,256,0,1,1,0.0,78,657.49,6414.51,2025,11,9,4,6,764.24,861.22,814.44,785.86,725.3962499999999,68.77496061114836,0.8660254037844386,0.5000000000000001,-0.7818314824680299,0.6234898018587334,-1
2025-11-09 15:00:00,AI_Lab,Lab,825.38,17.31,49.01,395,0,0,1,50.3,88,676.81,6603.04,2025,11,9,15,6,635.77,760.11,626.16,717.5633333333334,736.82375,75.88113071356555,-0.7071067811865471,-0.7071067811865479,-0.7818314824680299,0.6234898018587334,-1
2025-11-09 20:00:00,AI_Lab,Lab,735.0,31.07,48.49,147,0,1,1,0.0,80,602.7,5880.01,2025,11,9,20,6,751.44,853.91,657.93,694.5,719.7491666666666,79.48676536908798,-0.8660254037844386,0.5000000000000001,-0.7818314824680299,0.6234898018587334,-1
2025-11-09 21:00:00,AI_Lab,Lab,714.28,29.0,45.56,65,0,0,1,0.0,91,585.71,5714.24,2025,11,9,21,6,735.0,667.85,776.46,733.5733333333334,721.68375,78.73011703791751,-0.7071067811865477,0.7071067811865474,-0.7818314824680299,0.6234898018587334,-1
2025-11-09 23:00:00,AI_Lab,Lab,853.7,32.77,57.69,367,0,0,1,0.0,89,700.04,6829.62,2025,11,9,23,6,814.32,736.55,830.16,794.1,729.6541666666667,85.07947895001207,-0.2588190451025215,0.965925826289068,-0.7818314824680299,0.6234898018587334,-1
2025-11-10 00:00:00,AI_Lab,Lab,675.59,33.73,47.26,108,0,1,0,0.0,44,553.99,5404.74,2025,11,10,0,0,853.7,711.77,716.34,781.2033333333334,728.1466666666666,85.72819974713002,0.0,1.0,0.0,1.0,-1
2025-11-10 01:00:00,AI_Lab,Lab,743.99,28.95,66.85,98,0,0,0,0.0,99,610.08,5951.96,2025,11,10,1,0,675.59,823.96,619.49,757.7599999999999,724.8145833333333,83.3637412047032,0.2588190451025207,0.9659258262890684,0.0,1.0,-1
2025-11-10 09:00:00,AI_Lab,Lab,665.24,29.37,45.62,79,0,0,0,37.08,90,545.5,5321.93,2025,11,10,9,0,683.05,804.06,844.93,656.68,704.2708333333334,78.91528269450514,0.7071067811865476,-0.7071067811865475,0.0,1.0,-1
2025-11-13 05:00:00,AI_Lab,Lab,793.89,27.65,64.63,297,1,1,0,0.0,61,650.99,6351.13,2025,11,13,5,3,747.4,640.65,653.92,771.0233333333332,716.9766666666666,72.1140277414965,0.9659258262890684,0.2588190451025207,0.4338837391175582,-0.900968867902419,-1
2025-11-13 14:00:00,AI_Lab,Lab,850.35,28.23,73.23,380,1,0,0,38.1,83,697.29,6802.81,2025,11,13,14,3,697.35,712.25,570.7,771.7633333333333,729.8883333333333,73.93785984757936,-0.4999999999999997,-0.8660254037844388,0.4338837391175582,-0.900968867902419,-1
2025-11-15 16:00:00,AI_Lab,Lab,704.39,33.23,55.07,176,1,1,1,45.72,79,577.6,5635.08,2025,11,15,16,5,764.07,604.75,714.92,703.5833333333334,720.4037500000001,72.74461227995313,-0.8660254037844385,-0.5000000000000004,-0.9749279121818236,-0.2225209339563146,-1
2025-11-16 22:00:00,AI_Lab,Lab,840.83,27.52,86.4,334,0,0,1,0.0,81,689.48,6726.66,2025,11,16,22,6,608.35,638.1,814.32,756.5166666666668,739.9829166666667,78.52236698680015,-0.5000000000000004,0.8660254037844384,-0.7818314824680299,0.6234898018587334,-1
2025-11-17 12:00:00,AI_Lab,Lab,665.0,28.57,55.06,52,1,1,0,17.13,65,545.3,5320.01,2025,11,17,12,0,768.55,662.57,633.26,717.46,727.3537499999999,84.94498914578779,1.2246467991473532e-16,-1.0,0.0,1.0,-1
2025-11-17 18:00:00,AI_Lab,Lab,860.97,35.25,46.38,359,0,0,0,0.0,86,705.99,6887.75,2025,11,17,18,0,749.72,838.74,762.37,764.5566666666667,718.7075,84.44704377403492,-1.0,-1.8369701987210292e-16,0.0,1.0,-1
2025-11-18 00:00:00,AI_Lab,Lab,690.08,26.36,53.07,35,0,0,0,0.0,76,565.87,5520.67,2025,11,18,0,1,818.37,808.21,831.1,758.7466666666666,704.5241666666666,73.1081402662415,0.0,1.0,0.7818314824680298,0.6234898018587336,-1
2025-11-18 11:00:00,AI_Lab,Lab,668.71,21.39,55.69,148,0,1,0,54.38,85,548.34,5349.7,2025,11,18,11,1,805.9,768.55,693.93,750.9166666666666,705.7720833333333,65.55104462930221,0.258819045102521,-0.9659258262890682,0.7818314824680298,0.6234898018587336,-1
2025-11-19 19:00:00,AI_Lab,Lab,842.68,29.65,42.38,398,1,0,0,0.0,50,691.0,6741.48,2025,11,19,19,2,714.56,738.72,670.16,746.4866666666667,696.16375,58.4528506994436,-0.9659258262890684,0.2588190451025203,0.9749279121818236,-0.2225209339563143,-1
2025-11-19 23:00:00,AI_Lab,Lab,652.65,24.29,35.59,165,1,0,0,0.0,28,535.17,5221.22,2025,11,19,23,2,684.27,692.39,668.0,715.3466666666667,700.2516666666667,60.80406012378052,-0.2588190451025215,0.965925826289068,0.9749279121818236,-0.2225209339563143,-1
2025-11-21 00:00:00,AI_Lab,Lab,858.63,28.64,54.74,369,0,0,0,0.0,86,704.08,6869.08,2025,11,21,0,4,680.08,593.58,794.69,780.0766666666667,725.2604166666666,76.02011635825698,0.0,1.0,-0.433883739117558,-0.9009688679024191,-1
2025-11-22 09:00:00,AI_Lab,Lab,850.3,32.85,66.58,362,0,1,1,61.03,98,697.24,6802.37,2025,11,22,9,5,832.67,739.76,627.97,794.4933333333333,731.5283333333333,70.20328003402615,0.7071067811865476,-0.7071067811865475,-0.9749279121818236,-0.2225209339563146,-1
2025-11-22 12:00:00,AI_Lab,Lab,715.86,30.89,82.8,238,0,1,1,60.47,89,587.01,5726.9,2025,11,22,12,5,647.32,649.54,635.97,725.5200000000001,736.1875,71.89999433089135,1.2246467991473532e-16,-1.0,-0.9749279121818236,-0.2225209339563146,-1
2025-11-23 01:00:00,AI_Lab,Lab,691.52,24.03,74.86,129,1,0,1,0.0,71,567.04,5532.14,2025,11,23,1,6,587.7,754.68,803.92,652.2066666666666,721.5045833333334,71.11290165945515,0.2588190451025207,0.9659258262890684,-0.7818314824680299,0.6234898018587334,-1
2025-11-23 22:00:00,AI_Lab,Lab,690.27,34.69,64.7,78,0,1,1,0.0,76,566.02,5522.19,2025,11,23,22,6,676.36,780.22,840.83,694.3966666666666,719.6579166666666,76.58240216627968,-0.5000000000000004,0.8660254037844384,-0.7818314824680299,0.6234898018587334,-1
2025-11-24 06:00:00,AI_Lab,Lab,679.88,29.64,62.91,38,0,0,0,0.0,92,557.5,5439.03,2025,11,24,6,0,814.99,828.69,654.83,703.6833333333333,726.5595833333333,74.81943774872919,1.0,6.123233995736766e-17,0.0,1.0,-1
2025-11-24 14:00:00,AI_Lab,Lab,674.41,26.72,85.72,116,1,0,0,33.93,77,553.02,5395.28,2025,11,24,14,0,609.83,831.83,669.93,657.4666666666666,700.0945833333334,66.43143244888101,-0.4999999999999997,-0.8660254037844388,0.0,1.0,-1
2025-11-25 14:00:00,AI_Lab,Lab,779.24,29.04,58.15,289,1,0,0,19.55,90,638.98,6233.93,2025,11,25,14,1,690.39,674.41,598.62,712.25,733.6549999999999,53.373720858307,-0.4999999999999997,-0.8660254037844388,0.7818314824680298,0.6234898018587336,-1
2025-11-27 17:00:00,AI_Lab,Lab,751.14,29.8,66.71,199,1,1,0,49.67,69,615.93,6009.08,2025,11,27,17,3,794.86,679.53,619.28,756.3533333333334,718.6504166666667,62.27043666482,-0.9659258262890684,-0.2588190451025206,0.4338837391175582,-0.900968867902419,-1
2025-11-30 06:00:00,AI_Lab,Lab,659.48,33.94,55.84,158,0,1,1,0.0,29,540.77,5275.8,2025,11,30,6,6,708.69,839.85,828.69,678.8033333333334,732.21375,67.21050673637642,1.0,6.123233995736766e-17,-0.7818314824680299,0.6234898018587334,-1
2025-11-30 07:00:00,AI_Lab,Lab,644.34,36.02,67.52,85,0,1,1,48.61,64,528.36,5154.74,2025,11,30,7,6,659.48,756.99,862.17,670.8366666666667,727.52,69.30587006947289,0.9659258262890684,-0.2588190451025206,-0.7818314824680299,0.6234898018587334,-1
2025-11-30 09:00:00,AI_Lab,Lab,863.95,25.08,62.29,378,0,1,1,23.12,99,708.44,6911.58,2025,11,30,9,6,739.54,659.04,695.39,749.2766666666666,730.6875,67.3884510973802,0.7071067811865476,-0.7071067811865475,-0.7818314824680299,0.6234898018587334,-1
2025-11-30 22:00:00,AI_Lab,Lab,729.75,28.23,63.71,139,1,0,1,0.0,98,598.4,5838.03,2025,11,30,22,6,667.89,837.71,690.27,681.2733333333332,715.3166666666666,70.04375760701339,-0.5000000000000004,0.8660254037844384,-0.7818314824680299,0.6234898018587334,-1
2025-12-01 02:00:00,AI_Lab,Lab,760.19,27.46,85.95,191,0,0,0,0.0,90,623.36,6081.53,2025,12,1,2,0,857.12,831.49,804.79,773.7600000000001,712.9387499999999,64.42839984870923,0.4999999999999999,0.8660254037844387,0.0,1.0,-1
2025-12-01 15:00:00,AI_Lab,Lab,726.17,29.55,69.29,166,0,1,0,50.85,98,595.46,5809.35,2025,12,1,15,0,616.47,725.99,740.21,724.2733333333332,699.8375000000001,68.50648729991968,-0.7071067811865471,-0.7071067811865479,0.0,1.0,-1
2025-12-02 02:00:00,AI_Lab,Lab,702.53,24.48,64.7,225,1,0,0,0.0,22,576.07,5620.2,2025,12,2,2,1,738.4,760.19,664.09,722.6466666666666,690.2833333333333,67.8660044029666,0.4999999999999999,0.8660254037844387,0.7818314824680298,0.6234898018587336,-1
2025-12-02 05:00:00,AI_Lab,Lab,690.18,21.26,58.18,201,1,0,0,0.0,46,565.95,5521.45,2025,12,2,5,1,635.86,770.87,675.06,653.5666666666667,686.0450000000001,65.70288717102966,0.9659258262890684,0.2588190451025207,0.7818314824680298,0.6234898018587336,-1
2025-12-02 20:00:00,AI_Lab,Lab,772.37,28.92,80.21,239,1,0,0,0.0,88,633.35,6179.0,2025,12,2,20,1,770.56,640.59,794.4,766.7566666666667,707.82,66.44728731336117,-0.8660254037844386,0.5000000000000001,0.7818314824680298,0.6234898018587336,-1
2025-12-02 23:00:00,AI_Lab,Lab,858.0,31.3,76.62,368,0,0,0,0.0,94,703.56,6864.03,2025,12,2,23,1,710.64,652.85,702.6,765.18,715.7712500000001,68.84038459032149,-0.2588190451025215,0.965925826289068,0.7818314824680298,0.6234898018587336,-1
2025-12-03 04:00:00,AI_Lab,Lab,818.94,29.2,67.84,278,1,0,0,0.0,92,671.53,6551.49,2025,12,3,4,2,626.48,635.86,716.58,748.2566666666667,729.5379166666667,73.34121636031017,0.8660254037844386,0.5000000000000001,0.9749279121818236,-0.2225209339563143,-1
2025-12-03 18:00:00,AI_Lab,Lab,719.61,26.55,66.11,195,1,0,0,0.0,20,590.08,5756.89,2025,12,3,18,2,594.46,757.34,697.58,650.2633333333334,726.5391666666666,75.02584551291153,-1.0,-1.8369701987210292e-16,0.9749279121818236,-0.2225209339563143,-1
2025-12-04 01:00:00,AI_Lab,Lab,820.27,31.55,66.84,352,0,0,0,0.0,83,672.62,6562.18,2025,12,4,1,3,815.81,801.8,664.11,813.5766666666667,728.2916666666669,79.5824544605827,0.2588190451025207,0.9659258262890684,0.4338837391175582,-0.900968867902419,-1
2025-12-04 09:00:00,AI_Lab,Lab,742.8,34.1,70.41,359,1,0,0,52.72,24,609.1,5942.4,2025,12,4,9,3,656.52,662.89,795.21,739.6666666666666,727.8591666666666,65.87202552754214,0.7071067811865476,-0.7071067811865475,0.4338837391175582,-0.900968867902419,-1
2025-12-06 00:00:00,AI_Lab,Lab,815.41,36.88,42.13,278,0,0,1,0.0,80,668.63,6523.25,2025,12,6,0,5,626.08,764.61,760.86,712.1933333333333,706.74125,79.05379765992626,0.0,1.0,-0.9749279121818236,-0.2225209339563146,-1
2025-12-06 05:00:00,AI_Lab,Lab,676.54,32.27,45.64,37,0,1,1,0.0,60,554.76,5412.31,2025,12,6,5,5,707.54,805.27,810.21,702.89,700.9495833333334,72.49715313626079,0.9659258262890684,0.2588190451025207,-0.9749279121818236,-0.2225209339563146,-1
2025-12-06 12:00:00,AI_Lab,Lab,736.48,27.3,65.51,257,0,1,1,42.17,69,603.92,5891.86,2025,12,6,12,5,734.54,748.76,774.58,740.6466666666666,699.0754166666667,51.422460071636,1.2246467991473532e-16,-1.0,-0.9749279121818236,-0.2225209339563146,-1
2025-12-07 01:00:00,AI_Lab,Lab,718.6,32.97,69.6,23,0,0,1,0.0,99,589.25,5748.76,2025,12,7,1,6,774.76,687.83,868.07,715.0633333333334,715.3675,49.976053852775976,0.2588190451025207,0.9659258262890684,-0.7818314824680299,0.6234898018587334,-1
2025-12-07 11:00:00,AI_Lab,Lab,656.23,26.06,81.09,123,1,0,1,42.89,52,538.1,5249.8,2025,12,7,11,6,659.81,734.54,575.51,694.7066666666666,720.12,56.97542704496706,0.258819045102521,-0.9659258262890682,-0.7818314824680299,0.6234898018587334,-1
2025-12-07 15:00:00,AI_Lab,Lab,693.2,27.92,61.16,62,1,0,1,38.19,81,568.42,5545.58,2025,12,7,15,6,736.86,679.76,725.99,715.8433333333334,716.64125,55.97438624728962,-0.7071067811865471,-0.7071067811865479,-0.7818314824680299,0.6234898018587334,-1
2025-12-08 17:00:00,AI_Lab,Lab,728.76,31.76,38.86,154,1,0,0,45.78,95,597.58,5830.08,2025,12,8,17,0,707.87,692.7,673.26,718.5633333333332,729.7579166666668,51.61356376996184,-0.9659258262890684,-0.2588190451025206,0.0,1.0,-1
2025-12-09 01:00:00,AI_Lab,Lab,802.46,25.81,66.31,314,1,0,0,0.0,91,658.01,6419.65,2025,12,9,1,1,707.15,801.46,738.4,724.0533333333333,718.5933333333332,48.36291614419949,0.2588190451025207,0.9659258262890684,0.7818314824680298,0.6234898018587336,-1
2025-12-09 13:00:00,AI_Lab,Lab,668.52,26.61,48.71,81,0,1,0,18.35,86,548.19,5348.19,2025,12,9,13,1,707.74,724.39,858.23,709.5366666666667,710.0783333333334,47.28177879264998,-0.2588190451025208,-0.9659258262890684,0.7818314824680298,0.6234898018587336,-1
2025-12-10 00:00:00,AI_Lab,Lab,746.66,31.24,73.05,25,0,0,0,0.0,99,612.26,5973.31,2025,12,10,0,2,672.62,707.15,722.29,689.3866666666667,714.5033333333332,48.09897645721582,0.0,1.0,0.9749279121818236,-0.2225209339563143,-1
2025-12-10 01:00:00,AI_Lab,Lab,629.7,17.21,67.66,43,0,0,0,0.0,88,516.35,5037.58,2025,12,10,1,2,746.66,802.46,801.8,682.9933333333333,707.305,47.28379233301118,0.2588190451025207,0.9659258262890684,0.9749279121818236,-0.2225209339563143,-1
